File ID,File Name,Run Metadata ID,Protocol,Study Name,PDC Study ID,PDC Study Version,Study ID,Project Name,Data Category,File Type,Access,File Size (in bytes),Md5sum,Downloadable,File Download Link
"1e40f64c-0673-4d50-b445-11008cc9edcc","APOLLO_LUAD_Proteome.summary.tsv",null,"APOLLO LUAD - Proteome","APOLLO LUAD - Proteome","PDC000434","1","c5d3598c-e1ee-4b42-880b-9f8b35338777","APOLLO1","Protein Assembly","Text","Open","2698943","8654075667285bf1b66cb7dfb4594ea4","Yes","https://d3iwtkuvwz4jtf.cloudfront.net/studies/434/reports/APOLLO_LUAD_Proteome.summary.tsv?Expires=1733933375&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=CLomaWsT1AsWrSHjTCzbA828iwbt8fmRCgkDfBOyRb9ahafhWlm9K6W~N8p--~ycXoieEAhLTkhWsLyO4BN-Xe57VZo3u0eC0Uiuml~BGpPqi6worZPC9b7YyLsETzVNRmJEt70qiZ6sJVaUBzGzz5EhyDG6NDMc4Dg2wHYPz-4BkEFM9uE4pZNCnfZ~E5SBMpFuesHogPaslD~~YOQrVVULv~~ZBooWOZNUEhm96oXEGgpyk-ljBtaXnTvIOs6dUhrgQdvLtgWF6fx~Y8n2d2gdVmAFyP~bzz1UYl3ccdZOFxrspTw9ie23zTnTt2tKIos7irTTv1WM0yVG5RnN3A__"
"4a4af5d9-ee55-4cfc-86da-ff3f28efd431","APOLLO_LUAD_Proteome.sample.txt",null,"APOLLO LUAD - Proteome","APOLLO LUAD - Proteome","PDC000434","1","c5d3598c-e1ee-4b42-880b-9f8b35338777","APOLLO1","Protein Assembly","Text","Open","87685","227b2ec176aa8e864d00f6b4e33d450c","Yes","https://d3iwtkuvwz4jtf.cloudfront.net/studies/434/reports/APOLLO_LUAD_Proteome.sample.txt?Expires=1733933375&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=Mn9Qgyj7G34mkvZEigyCvmKiPqM-vODuMPKRF0thY1QlMC4QjQN9lb6XNCPmV7U3iEILVUHa9lXmCULpc7KJwyopQjXFK4LfemKnLMyM4AO~w6UmxO-2LJl0x2oyU-sSRrC0WyVKo5F6qTBGsGStX404vz-TRCE5WF66VfiSXX0KvhiHaDlhDIxRgCDEJFyOmMgivBM1P2MZgsjuZqCuTFtIL8Jt2CAKpLkGXnbbuUjcUQs5IGXgLc7hQQz84tj-FndK47UlLWEo8RHmSSVX0qPf0-cmIzwr0doyGwDe-3Ajtnl7xEJ7khf~MkIPm1~luP4gAW5dOI61npH97wDGSQ__"
"50079c05-cdd7-4c9a-8e17-46408154f406","APOLLO_LUAD_Proteome.label.txt",null,"APOLLO LUAD - Proteome","APOLLO LUAD - Proteome","PDC000434","1","c5d3598c-e1ee-4b42-880b-9f8b35338777","APOLLO1","Protein Assembly","Text","Open","272","8a68c71579749eea5c5cc2afb36f4931","Yes","https://d3iwtkuvwz4jtf.cloudfront.net/studies/434/reports/APOLLO_LUAD_Proteome.label.txt?Expires=1733933375&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=bQj0J~ctZtaSXhEnnPixZM8iGxwXazS5Sty4bAx4UgL3GNm0yNZTTkPWEsgCyjrnVc2NK3RH2B9SCXhh8SC4RSiLncMEPxdBIA1X-n~HaTkjssuLCoVEeywvaOupl4hcsxS63Ochaon5Ds896~hrBENlAyUfKqM-QWxXVRS~yE6zqoydtx9SanvgFcj9E9dRhq~M0wDCqDvycEPKzsYwODYE168RWmJFOz1jLB4R1UQL5f0aCPEK8KeFONEF6WRERjiYhH5D5JVfFHHWxwacHHxkvm-Nt3kqa3yswVEkC-EfxmnS~lZGgcEKFkEnFrzp9XW9LtX~HeYVwMxi~tfvkA__"
"a2b5061b-da1d-4665-a8b1-00f4e4b8fa7a","APOLLO_LUAD_Proteome.tmt11.tsv",null,"APOLLO LUAD - Proteome","APOLLO LUAD - Proteome","PDC000434","1","c5d3598c-e1ee-4b42-880b-9f8b35338777","APOLLO1","Protein Assembly","Text","Open","32828435","f8737445399643fed2def31256ed6ec7","Yes","https://d3iwtkuvwz4jtf.cloudfront.net/studies/434/reports/APOLLO_LUAD_Proteome.tmt11.tsv?Expires=1733933375&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=cmpU5LycAD8daVO2x0jUfAG-IIWsUS0NeJi0dxygGb~VrsJTdS4zDBpKzgmHmFM4NcvodQJ6Q2FIeWGXmDwlaAIw0VGBVdu0DAp0LVZB71MQNb1aP1WNkb6qhcpZShLxdP26dSkFPfTEwMh5KMISGPQ2oAZdhDPu2D6VgYzZnCdy0ZqtC3Cse0~roMgyhB94Tn9K61LNpOHk5D1XgsyLeTQbxssTq~C7w-BHNTsVG9mXtRY6p~id93Hc09qrOSY5iVw3XXa3nPRQb-T5OGRcan5O9wzzJ4ycd-0HxWGGJ1tb0SFeQHkskywIhTnUOFkMN7~5Qz~evj9lZQTeJi4gWA__"
"fdf1c877-ec55-4af1-a8f7-9a041bd80257","APOLLO_LUAD_Proteome.peptides.tsv",null,"APOLLO LUAD - Proteome","APOLLO LUAD - Proteome","PDC000434","1","c5d3598c-e1ee-4b42-880b-9f8b35338777","APOLLO1","Protein Assembly","Text","Open","56952341","555c673d2cf9ebaf8278ef0c583d92ea","Yes","https://d3iwtkuvwz4jtf.cloudfront.net/studies/434/reports/APOLLO_LUAD_Proteome.peptides.tsv?Expires=1733933375&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=MfbQGNANvYnUpzE9j4~DsAeLuOii-N5SRxLNtzRW7bg9zOWp96Q5o-C86zw1w3NnkStmdLm0t4AlYG7uK4ci2Y30P9ZtYB-yk-vbE-Tw9tZltSGBlM3v67VcjwQ~cR6-8uMG7LCSg6Lu~DcyRig2ePagBgeb6X7P~KAKJ-Y774h4H3CMsxG4UX4B0O1yQKkO3J0~b01Rz~IWpxL~DM~0jlXfEDILHeCTvIvxU98yAW3Tpc1hd6Zogav6cMcizsnxnW0NyfyAtar7SpV0V2KT7pLqy~GaOs8fbeRhXj2qYQCHTbvU7kofRoMoeVGtOjaqU5dFwMw5AxOkc0Vd3Ijr7g__"
"20069455-04bc-478d-8a2f-c50d3907e179","CPTAC3_Uterine_Corpus_Endometrial_Carcinoma_Proteome.sample.txt","CPTAC_UCEC_Proteome_CDAP_Protein_Report.r1","P-S043-1","CPTAC UCEC Discovery Study - Proteome","PDC000125","1","c935c587-0cd1-11e9-a064-0a9c39d33490","CPTAC3 Discovery and Confirmatory","Protein Assembly","Text","Open","4746","ab5277316e31a4a3f2ba4b0d2f57d17b","Yes","https://d3iwtkuvwz4jtf.cloudfront.net/studies/125/reports/CPTAC3_Uterine_Corpus_Endometrial_Carcinoma_Proteome.sample.txt?Expires=1733933375&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=TEndpQl-pifojeCi1jfNPZVyu2dsvsIVy2lzPCBYaLZt05hOfZJeQHq6PpTjTEGbPmG-Z4jea00cjaIRBFrgY7rkW8eKassmlNd6M3DY71icIE1~qgLkG8JbmQUf5LtEnTp5rn8yBJl8k2TpkxLNSWbpA63P0O~JugjbqAraJ1EvGY6H4eeUQzcwOWOehbEcXTMMfHTS5N60WLRoNRMHnffjMO18fsL33mHbgE~Tq9qF~ommvwLQ08fLSyvQjyLlOKRwaMOJ1eOAub~oPXIgk7UcsH1Fhax-g5acXhUGBuyc34uztapTWX0v~~LmQ0Zzcn1F9L7TxGxUJmyezxdsZw__"
"46840f1c-a0f4-4cca-b15a-36cd836c9830","CPTAC3_Uterine_Corpus_Endometrial_Carcinoma_Proteome.summary.tsv","CPTAC_UCEC_Proteome_CDAP_Protein_Report.r1","P-S043-1","CPTAC UCEC Discovery Study - Proteome","PDC000125","1","c935c587-0cd1-11e9-a064-0a9c39d33490","CPTAC3 Discovery and Confirmatory","Protein Assembly","Text","Open","3845870","3996eebcdb64bb2c76c49a7928c84316","Yes","https://d3iwtkuvwz4jtf.cloudfront.net/studies/125/reports/CPTAC3_Uterine_Corpus_Endometrial_Carcinoma_Proteome.summary.tsv?Expires=1733933375&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=MpqueIEV5krHyIED4YeorA7FbGTnPu9t3CfnQLrZ2VTxKVqsbNc9l9oLgxwRrlSw2i9YyNqku8BwMX03gK5nCxhKR5FdVDpC-~7--QTaxSbs7Sv0JBb5fxX2eLmjTZiu8KguLzt7omqrNaGtGnk6qGzTYNdWy0KtNM3rrPor-5Yj86VE2msRqcaHqENlEuRRrfMCpzWU2iIenf~h4-dNzjolS3cgb06Er2~epLtFaOgp-AB60Bh6MDjtJGbqOjFNMhA4naCgbw-JIDbuU~91bGQVdbs3nHMgd6jqcrnoTDhLvAlAZm~fe2KVN6IddWgV3OekXe2iXN4MLLBAGZAxiw__"
"6a4076df-93c3-4895-8c4d-a887a9814a75","CPTAC3_Uterine_Corpus_Endometrial_Carcinoma_Proteome.peptides.tsv","CPTAC_UCEC_Proteome_CDAP_Protein_Report.r1","P-S043-1","CPTAC UCEC Discovery Study - Proteome","PDC000125","1","c935c587-0cd1-11e9-a064-0a9c39d33490","CPTAC3 Discovery and Confirmatory","Protein Assembly","Text","Open","189182790","95b7e3b686d6314f3bd7a926094854e4","Yes","https://d3iwtkuvwz4jtf.cloudfront.net/studies/125/reports/CPTAC3_Uterine_Corpus_Endometrial_Carcinoma_Proteome.peptides.tsv?Expires=1733933375&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=UhRfOfJsuTb6x6twhS~1NHiu5IQzMW~q1-9JP5opfC3ZHZPYYrYvmm3OEhdVAmRcCJ~UyXGnJJbdLlcviYMMmKVR-i6a~FjiGgyeCeQTOq5kHlZnz7q7o3HuhJ1acBX05SApoUro0ZDLtCSygkFjKoO-VIJCqybM0tI0HaUyv8eeednHl3pJvFUEf0bq46fcVvdLTvJdH6YBdbMuqGIXQzg62zApvDzyC9HAZNdSP1-C352U7OzNaSt0R3QFtICaJCE8Q0TgrD6k5WZmjZ8Gao0OVPm5q788gQmI0s7EH0N2vrCxK2AGz7D47iqd4s~o4xnU~iw0irgwAovJdvcXPQ__"
"b3686ff9-dde0-42d8-9563-cca9a2ce2de9","CPTAC3_Uterine_Corpus_Endometrial_Carcinoma_Proteome.tmt10.tsv","CPTAC_UCEC_Proteome_CDAP_Protein_Report.r1","P-S043-1","CPTAC UCEC Discovery Study - Proteome","PDC000125","1","c935c587-0cd1-11e9-a064-0a9c39d33490","CPTAC3 Discovery and Confirmatory","Protein Assembly","Text","Open","64351983","b047369c098dd19a21488aab06f0a94d","Yes","https://d3iwtkuvwz4jtf.cloudfront.net/studies/125/reports/CPTAC3_Uterine_Corpus_Endometrial_Carcinoma_Proteome.tmt10.tsv?Expires=1733933375&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=faUlO0zhz5oWZmeGQ3OsQFT8n-LdS-kiNuSQkVC6bZQ0HLi~cgqY~TiDUoR0cp9nBwNB8qSXgxo4D5klytAJ6js0rGDwiWmh7rzK4r~ImfOeGg9XXHkwlJYI8eyIJjntXS3seHdtbgmpFM~hyPmnwmORbIcqbcglOA3X7BzpF1-L9uQhAZfYiSV0ODsgEF5MM4h9-LAHmS1c8csEKxab2lqsdtFynCsoi0ukltyvpenjBZ7yS5FKcaszY2mxw0nHARlIL7~abTDQK6--maQ29V1005xyPgXjot4J3RqBhEQo3KyDKXqXnQGm1ZNATB3OzJO5KVnNkEs56lS8Uj4N5A__"
"da631bde-ffd8-11e8-b131-005056921935","SG252258.txt","","P-S043-1","CPTAC UCEC Discovery Study - Proteome","PDC000125","1","c935c587-0cd1-11e9-a064-0a9c39d33490","CPTAC3 Discovery and Confirmatory","Protein Assembly","Text","Open","194","0fc23ffade2642ce9f08eb9ff5fb4b1a","Yes","https://d3iwtkuvwz4jtf.cloudfront.net/studies/125/reports/SG252258.txt?Expires=1733933375&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=QAHHQ3WBOC2nlSSzYHDWViZRB2mxyPojJqM2pIaG-QuvYfSpIgOMVWlUbX~xQYCfzh8PmDBfXnbd88vT-ggCsNPN4SgC5HO0PjRJEI1n3i-f--9Irn0oQcy~MeNX00DrNoRANc09Yfbw3HtNT0oR7xuLgIy7Jhv3Z1024cwF92IeVbNktpGFh1i7DFe~9I2PPvF-sFCd0QrZvkA4iq7Z~1sYPREj-~5~8~rGudJffQI-jQUZ2jmXVgjbLHhUbtpLHXsgGTn39X6OAmY5a6y-PXE11lv31thU4TshiowoKyyUVjxD2yydilBNBpPr3oyeJbLJI0QfPzSofg9T~rEnTA__"
